"subID"	"mode"	"trial"	"choice"	"reaction_time"	"reward"	"condition"	"reward_prob_1"	"reward_prob_2"	"payoff_1"	"payoff_2"
"01"	"main"	125	1	0.976659300038591	1	0	0.815619220372362	0.441031762172044	0	1
"01"	"main"	126	1	0.821492999966722	1	1	0.769173539714637	0.48319048325766	0	1
"01"	"main"	127	0	0.915064300002996	1	0	0.816871360996698	0.44181720197392	1	1
"01"	"main"	128	0	3.38538719998905	1	1	0.777819424053782	0.444761773899252	1	0
"01"	"main"	129	1	0.604692300024908	1	0	0.796282845738995	0.506536377722022	1	1
"01"	"main"	130	1	0.620183199993335	1	0	0.759640091552668	0.481896203282857	0	1
"01"	"main"	131	0	1.29096600000048	1	0	0.742439930001268	0.515673733948945	1	1
"01"	"main"	132	1	0.571064100018702	0	0	0.799195276284513	0.476301145819806	1	0
"01"	"main"	133	0	0.813008899975102	0	0	0.833458746526229	0.453408391893157	0	0
"01"	"main"	134	0	0.40620199998375	1	0	0.802342961074014	0.412044398220306	1	0
"01"	"main"	135	1	0.345376199984457	0	0	0.730423115232099	0.400014075322617	1	0
"01"	"main"	136	0	1.07953470002394	1	0	0.5	0.5	1	0
"01"	"main"	137	0	0.429043099982664	1	1	0.563226966158004	0.458207236747252	1	1
"01"	"main"	138	1	0.870105099980719	1	0	0.53976186590742	0.472714308421327	1	1
"01"	"main"	139	1	1.27402779995464	0	0	0.588316793163036	0.424622275044204	1	0
"01"	"main"	140	0	1.00699139997596	1	1	0.635770036918279	0.37222685875581	1	0
"01"	"main"	141	1	1.02539209998213	1	0	0.701673117903269	0.288366935868049	1	1
"01"	"main"	142	0	0.546935000049416	1	0	0.786199766788735	0.292400248129942	1	0
"01"	"main"	143	0	0.982027400052175	1	0	0.801558914133946	0.278068053705081	1	0
"01"	"main"	144	0	1.279738000012	0	0	0.711825591902403	0.333563855604912	0	1
"01"	"main"	145	1	0.776538500038441	0	0	0.836552661143969	0.242906523675509	1	0
